DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_CRUZ ROJA 2020,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm],,,,
NOV,29,8,0.0092,0.0123,0.0064,1.803,76,28,0.0274,,,,
NOV,29,9,0.0214,0.0152,0.0068,1.782,93,37,0.0215,,,,
NOV,29,10,0.0416,0.0198,0.0065,1.756,85,39,0.0161,,,,
NOV,29,11,0.0511,0.0267,0.0067,1.739,70,36,0.0141,,,,
NOV,29,12,0.0659,0.0338,0.0067,1.705,59,33,0.0119,,,,
NOV,29,13,0.0658,0.0408,0.0066,1.661,50,32,0.0115,,,,
NOV,29,14,0.0633,0.0476,0.0066,1.628,43,26,0.0095,,,,
NOV,29,15,0.0625,0.0544,0.0066,1.556,37,24,0.0100,,,,
NOV,29,16,0.0634,0.0595,0.0066,1.542,38,21,0.0111,,,,
NOV,29,17,0.0624,0.0614,0.0066,1.546,39,19,0.0141,,,,
NOV,29,18,0.0568,0.0612,0.0066,1.566,40,20,0.0162,,,,
NOV,29,19,0.0495,0.0583,0.0065,1.596,45,19,0.0210,,,,
NOV,29,20,0.0429,0.0551,0.0064,1.624,48,17,0.0227,,,,
NOV,29,21,0.0401,0.0512,0.0064,1.651,49,16,0.0212,,,,
NOV,29,22,0.0325,0.0462,0.0064,1.721,52,19,0.0226,,,,
NOV,29,23,0.0222,0.0408,0.0065,1.762,55,21,0.0271,,,,
NOV,30,0,0.0200,0.0367,0.0066,1.736,61,22,0.0244,,,,
NOV,30,1,0.0295,0.0326,0.0068,1.699,59,23,0.0124,,,,
NOV,30,2,0.0242,0.0294,0.0071,1.643,53,21,0.0118,,,,
NOV,30,3,0.0234,0.0272,0.0073,1.581,46,20,0.0103,,,,
NOV,30,4,0.0257,0.0256,0.0076,1.525,36,20,0.0091,,,,
NOV,30,5,0.0269,0.0247,0.0078,1.475,32,19,0.0088,,,,
NOV,30,6,0.0257,0.0242,0.0080,1.396,28,18,0.0090,,,,
NOV,30,7,0.0182,0.0238,0.0082,1.341,27,17,0.0132,,,,
NOV,30,8,0.0169,0.0233,0.0074,1.343,29,17,0.0135,,,,
NOV,30,9,0.0256,0.0243,0.0070,1.349,24,17,0.0101,,,,
NOV,30,10,0.0322,0.0260,0.0068,1.357,28,17,0.0077,,,,
NOV,30,11,0.0365,0.0285,0.0066,1.369,30,16,0.0083,,,,
NOV,30,12,0.0458,0.0317,0.0066,1.390,38,17,0.0080,,,,
NOV,30,13,0.0523,0.0356,0.0069,1.408,37,15,0.0095,,,,
NOV,30,14,0.0577,0.0413,0.0070,1.413,40,16,0.0110,,,,
NOV,30,15,0.0631,0.0473,0.0070,1.419,39,18,0.0092,,,,
NOV,30,16,0.0656,0.0524,0.0070,1.425,38,17,0.0096,,,,
NOV,30,17,0.0663,0.0558,0.0070,1.443,40,18,0.0103,,,,
NOV,30,18,0.0594,0.0568,0.0070,1.445,42,18,0.0134,,,,
NOV,30,19,0.0440,0.0556,0.0070,1.438,49,17,0.0093,,,,
NOV,30,20,0.0364,0.0533,0.0069,1.423,54,11,0.0073,,,,
NOV,30,21,0.0338,0.0502,0.0070,1.409,47,8,0.0072,,,,
NOV,30,22,0.0333,0.0464,0.0072,1.391,39,5,0.0070,,,,
NOV,30,23,0.0322,0.0436,0.0073,1.383,31,4,0.0074,,,,
