DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2021,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,
,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³]
MARZO,17,18,0.0453,0.0427,0.0067,0.871,28
MARZO,17,19,0.0383,0.0433,0.0068,0.905,31
MARZO,17,20,0.0125,0.0398,0.0069,1.021,42
MARZO,17,21,0.0029,0.0345,0.007,1.184,77
MARZO,17,22,0.0103,0.0302,0.0072,1.25,110
MARZO,17,23,0.0148,0.0265,0.0073,1.287,104
MARZO,18,0,0.0151,0.0229,0.0075,1.311,86
MARZO,18,1,0.0077,0.0184,0.0078,1.331,87
MARZO,18,2,0.0082,0.0137,0.0079,1.351,79
MARZO,18,3,0.0116,0.0104,0.008,1.331,75
MARZO,18,4,0.0222,0.0116,0.0081,1.227,74
MARZO,18,5,0.0191,0.0136,0.0084,1.074,76
MARZO,18,6,0.0123,0.0139,0.0085,1.025,72
