DATOS HORARIOS 2017_CRUZ ROJA,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,PM2.5
MZO,10,15,26.13,15.16,0.64,16.21,36.58,1.91,271.38,26.22,31.99,623.72,10.77
MZO,10,16,27.18,5.36,0.48,17.03,30.43,2.19,271.7,26.72,24.82,622.95,13.6
MZO,10,17,33.4,6.2,0.38,14.73,26.63,2.03,231.7,27.29,23.98,622.45,15.31
MZO,10,18,33.59,8.24,0.45,16.34,32.27,2.25,138.05,27.12,25.83,622.34,12.3
MZO,10,19,26.51,6.24,0.61,21.17,76.66,2.21,140.84,26.05,27.09,622.53,23.61
MZO,10,20,15.83,5.05,1.24,33.35,46.09,2.11,182.28,25.27,27.9,622.97,17.7
MZO,10,21,8,5.2,1.56,40.86,61.44,2.21,268.6,24.27,31.15,623.45,24.18
MZO,10,22,15.24,4.04,0.64,21.53,89.69,3.47,312.69,21.18,36.61,624.01,21.83
MZO,10,23,18.91,3.6,0.5,18.08,37.73,2.19,312.4,20.82,36.7,624.02,9.21
MZO,11,0,13.24,11.67,0.48,21.99,47.48,2.42,117.95,20.96,36.93,624.57,11.34
MZO,11,1,8.68,58.41,0.68,23,55.39,3.46,64.83,20.72,49.53,624.51,29.28
MZO,11,2,13.46,17.29,0.44,14.26,33.53,2.98,51.44,19.57,54.03,624.14,14.69
MZO,11,3,13.88,7.47,0.32,13.02,17.73,2.6,76.63,18.54,59.15,624.06,9.54
MZO,11,4,7.64,19.83,0.36,16.96,18.4,2.17,106.59,17.46,64.15,624.1,11.14
MZO,11,5,5.48,17.18,0.3,19.14,22.41,3.4,83.76,17.12,67.86,623.86,16.61
MZO,11,6,5.22,101.27,0.92,21.06,32.67,2.31,79.06,17.08,68.93,624.05,22.86
MZO,11,7,4.78,30.17,0.46,19.63,44.37,2.33,131.66,16.82,68.96,624.9,25.8
MZO,11,8,5.8,58.14,0.5,19.71,32.42,2.94,74.48,16.58,72.52,625.55,18.73
MZO,11,9,5.93,18.25,0.57,17.75,34.61,1.73,360,16.86,71.24,626.05,15.51
MZO,11,10,8.83,22.49,0.53,15.85,38.76,2.63,62.29,18.84,63.89,626.16,10.78
MZO,11,11,14.79,10.97,1.53,16.14,36.54,1.5,87.32,20.46,56.6,626.21,17.13
MZO,11,12,17.44,9.31,0.95,19.78,31.65,3.2,271.44,21.51,50.17,626.14,17.59
MZO,11,13,22.14,6.96,0.64,19.16,33.89,3.73,274.25,22.18,45.86,625.61,22.97
MZO,11,14,24.64,5.22,0.58,19.61,32.54,3.08,274.29,23.44,40.26,624.73,14.75
MZO,11,15,26.14,4.31,0.58,18.98,43.6,3.32,285.13,24.37,35.55,624.01,16.95
