DATOS HORARIOS 2023_NATIVITAS,,,,,,,,,,,
NOTA,LOS DATOS SON REVALIDADOS,,,,,,,,,,
,,,,,,,,,,,
MES,DÍA,HORA,O3 [ppm],SO2 [ppm],NO2 [ppm],CO [ppm],PM10 [µg/m3],WS,WD,TEMP,HR
NOVIEMBRE,24,22,0.007,0.009,0.022,2.27,185,0.96,162.58,13.39,44.83
NOVIEMBRE,24,23,0.030,0.012,0.019,2.07,132,0.95,65.63,12.38,47.78
NOVIEMBRE,25,0,0.041,0.011,0.017,1.73,146,0.96,137.26,10.73,53.16
NOVIEMBRE,25,1,0.029,0.011,0.016,1.65,112,0.96,118.43,10.00,54.79
NOVIEMBRE,25,2,0.012,0.010,0.015,1.42,107,0.97,133.35,9.36,65.21
NOVIEMBRE,25,3,0.004,0.009,0.013,1.43,83,0.97,111.22,8.32,72.67
NOVIEMBRE,25,4,0.004,0.009,0.012,1.29,62,0.97,118.80,7.10,77.46
NOVIEMBRE,25,5,0.005,0.009,0.015,1.27,52,0.97,103.87,7.59,71.76
NOVIEMBRE,25,6,0.005,0.009,0.015,1.27,71,0.97,110.73,7.25,70.19
NOVIEMBRE,25,7,0.005,0.009,0.014,1.34,77,0.97,129.94,6.13,74.14
NOVIEMBRE,25,8,0.007,0.010,0.013,1.50,89,0.96,117.49,7.85,73.61
NOVIEMBRE,25,9,0.012,0.010,0.012,1.38,83,0.98,108.12,12.28,61.16
NOVIEMBRE,25,10,0.016,0.011,0.011,1.36,97,0.96,102.39,15.63,56.22
NOVIEMBRE,25,11,0.023,0.010,0.007,1.19,61,0.94,175.60,19.50,47.89
NOVIEMBRE,25,12,0.031,0.010,0.006,1.15,33,0.93,215.37,22.47,39.14
NOVIEMBRE,25,13,0.038,0.009,0.005,1.12,34,0.92,233.91,24.18,33.04
NOVIEMBRE,25,14,0.046,0.009,0.004,1.11,36,0.99,255.51,25.04,29.08
NOVIEMBRE,25,15,0.045,0.008,0.005,1.11,36,1.16,270.04,25.63,25.69
NOVIEMBRE,25,16,0.046,0.008,0.004,1.09,31,1.18,245.53,26.35,23.43
NOVIEMBRE,25,17,0.046,0.008,0.006,1.13,25,1.81,279.53,25.87,20.55
NOVIEMBRE,25,18,0.036,0.008,0.010,1.33,30,1.30,296.83,24.18,18.77
NOVIEMBRE,25,19,0.022,0.008,0.011,1.47,62,1.49,183.40,20.45,28.71
NOVIEMBRE,25,20,0.019,0.008,0.005,1.09,64,2.49,175.01,18.62,44.64
NOVIEMBRE,25,21,0.010,0.008,0.010,1.41,52,1.03,203.80,16.82,49.82
NOVIEMBRE,25,22,0.012,0.010,0.012,1.35,65,1.02,188.25,15.83,50.52
NOVIEMBRE,25,23,0.010,0.010,0.014,1.73,58,0.95,184.33,14.96,51.51
NOVIEMBRE,26,0,0.020,0.013,0.015,1.76,92,0.96,186.89,13.41,56.79
NOVIEMBRE,26,1,0.019,0.012,0.013,2.26,117,0.96,218.39,12.07,58.12
NOVIEMBRE,26,2,0.011,0.014,0.011,2.30,95,0.96,228.26,11.81,62.34
NOVIEMBRE,26,3,0.012,0.012,0.008,2.52,95,0.96,164.55,10.24,65.60
NOVIEMBRE,26,4,0.004,0.010,0.009,1.60,64,0.97,259.61,9.78,66.71
NOVIEMBRE,26,5,0.005,0.011,0.010,1.38,50,0.96,209.52,9.09,71.31
NOVIEMBRE,26,6,0.004,0.009,0.009,1.45,52,0.97,111.00,7.81,79.31
NOVIEMBRE,26,7,0.008,0.009,0.009,1.49,73,0.97,99.26,7.22,84.70
NOVIEMBRE,26,8,0.005,0.009,0.008,1.43,74,0.97,128.35,8.53,82.24
NOVIEMBRE,26,9,0.009,0.009,0.008,1.36,57,1.06,120.87,12.78,70.55
NOVIEMBRE,26,10,0.020,0.011,0.006,1.27,48,1.06,135.99,16.77,59.46
NOVIEMBRE,26,11,0.030,0.014,0.004,1.13,41,0.93,196.27,20.94,43.74
NOVIEMBRE,26,12,0.034,0.014,0.004,1.18,43,0.93,217.78,23.48,35.46
NOVIEMBRE,26,13,0.037,0.013,0.004,1.17,33,1.05,252.06,24.38,32.66
NOVIEMBRE,26,14,0.034,0.010,0.004,1.12,25,1.49,230.93,24.80,30.64
NOVIEMBRE,26,15,0.035,0.009,0.004,1.06,24,1.47,228.58,25.58,26.87
NOVIEMBRE,26,16,0.038,0.009,0.003,1.07,16,1.07,239.30,26.06,23.79
NOVIEMBRE,26,17,0.037,0.008,0.005,1.11,25,1.15,274.58,25.76,23.28
NOVIEMBRE,26,18,0.029,0.008,0.010,1.38,33,1.13,298.53,22.63,26.73
NOVIEMBRE,26,19,0.014,0.009,0.020,1.97,49,0.94,292.26,20.47,29.34
NOVIEMBRE,26,20,0.008,0.009,0.024,2.43,93,0.95,284.80,19.23,30.97
NOVIEMBRE,26,21,0.013,0.012,0.016,1.81,138,0.99,160.64,17.25,35.49
NOVIEMBRE,26,22,0.010,0.013,0.020,2.22,151,0.97,162.60,16.41,40.96
NOVIEMBRE,26,23,0.013,0.012,0.015,1.60,130,1.82,126.11,15.92,46.46
NOVIEMBRE,27,0,0.019,0.010,0.007,1.18,64,3.47,93.89,15.78,60.76
NOVIEMBRE,27,1,0.021,0.013,0.006,1.07,37,2.36,75.06,14.53,63.07
NOVIEMBRE,27,2,0.017,0.027,0.009,1.03,14,2.68,76.18,13.60,69.68
NOVIEMBRE,27,3,0.024,0.019,0.004,1.02,71,3.78,71.96,14.28,72.06
NOVIEMBRE,27,4,0.026,0.013,0.004,1.01,35,3.39,72.82,14.34,72.05
NOVIEMBRE,27,5,0.022,0.014,0.004,1.02,35,1.78,90.20,13.51,74.75
NOVIEMBRE,27,6,0.020,0.012,0.006,1.08,95,1.16,96.37,12.59,79.15
NOVIEMBRE,27,7,0.012,0.013,0.010,1.30,42,1.15,92.66,12.43,81.80
NOVIEMBRE,27,8,0.009,0.012,0.012,1.38,67,0.97,124.38,12.70,79.67
NOVIEMBRE,27,9,0.015,0.012,0.010,1.37,70,1.00,99.38,15.79,69.03
NOVIEMBRE,27,10,0.029,0.018,0.006,1.17,79,3.63,82.56,18.38,58.30
NOVIEMBRE,27,11,0.032,0.015,0.006,1.20,76,3.90,86.72,19.20,55.49
NOVIEMBRE,27,12,0.035,0.015,0.006,1.18,77,3.25,91.27,20.43,51.32
NOVIEMBRE,27,13,0.037,0.013,0.005,1.17,59,2.83,99.10,21.59,47.15
NOVIEMBRE,27,14,0.040,0.011,0.006,1.19,51,1.62,103.18,22.56,44.26
NOVIEMBRE,27,15,0.042,0.010,0.004,1.12,50,1.11,126.19,23.28,42.10
NOVIEMBRE,27,16,0.038,0.010,0.004,1.09,47,1.02,194.39,23.69,39.59
NOVIEMBRE,27,17,0.036,0.009,0.005,1.14,46,0.93,238.47,22.50,41.19
NOVIEMBRE,27,18,0.029,0.010,0.014,1.57,70,1.51,308.60,21.25,46.18
NOVIEMBRE,27,19,0.018,0.012,0.023,2.13,102,1.04,305.03,20.34,49.30
NOVIEMBRE,27,20,0.008,0.012,0.026,2.54,132,0.94,238.86,18.90,51.20
NOVIEMBRE,27,21,0.008,0.010,0.024,3.08,164,0.94,197.68,18.25,55.85
NOVIEMBRE,27,22,0.016,0.012,0.018,1.65,145,0.94,92.92,17.48,60.49
NOVIEMBRE,27,23,0.017,0.016,0.011,1.29,119,1.39,61.15,17.35,60.12
NOVIEMBRE,28,0,0.012,0.011,0.007,1.11,70,1.64,94.11,16.30,64.71
NOVIEMBRE,28,1,0.018,0.011,0.005,1.06,34,1.34,83.10,15.85,66.62
NOVIEMBRE,28,2,0.014,0.011,0.004,1.04,18,2.15,95.28,14.78,71.16
NOVIEMBRE,28,3,0.015,0.010,0.005,1.06,35,1.07,72.28,14.09,73.52
NOVIEMBRE,28,4,0.010,0.009,0.007,1.07,33,0.98,110.67,13.08,77.83
NOVIEMBRE,28,5,0.011,0.010,0.007,1.05,28,0.96,102.19,13.00,80.10
NOVIEMBRE,28,6,0.016,0.011,0.006,1.08,30,0.98,69.56,13.48,78.19
NOVIEMBRE,28,7,0.015,0.011,0.010,1.27,37,1.02,81.39,13.24,77.76
NOVIEMBRE,28,8,0.010,0.010,0.011,1.43,74,0.96,146.70,13.02,79.23
NOVIEMBRE,28,9,0.010,0.009,0.008,1.26,79,1.48,116.83,15.80,70.99
NOVIEMBRE,28,10,0.022,0.012,0.005,1.16,53,3.61,90.28,18.24,60.83
NOVIEMBRE,28,11,0.026,0.016,0.005,1.14,47,3.48,85.42,20.16,54.25
NOVIEMBRE,28,12,0.031,0.014,0.005,1.14,42,2.45,95.03,22.30,48.03
NOVIEMBRE,28,13,0.037,0.011,0.004,1.16,44,2.35,102.47,23.96,42.51
NOVIEMBRE,28,14,0.038,0.010,0.004,1.10,45,1.88,135.87,25.32,37.89
NOVIEMBRE,28,15,0.040,0.009,0.003,1.06,40,1.87,135.44,26.34,33.52
NOVIEMBRE,28,16,0.041,0.014,0.005,1.09,46,1.67,107.94,26.53,32.13
NOVIEMBRE,28,17,0.039,0.010,0.004,1.09,42,1.89,113.34,25.07,35.17
NOVIEMBRE,28,18,0.032,0.009,0.007,1.17,74,1.81,108.39,23.87,38.21
NOVIEMBRE,28,19,0.020,0.010,0.010,1.30,89,2.54,54.57,22.02,39.42
NOVIEMBRE,28,20,0.021,0.012,0.007,1.20,80,3.08,71.57,20.38,49.95
NOVIEMBRE,28,21,0.017,0.024,0.007,1.19,56,3.36,77.77,18.83,57.26
NOVIEMBRE,28,22,0.016,0.022,0.006,1.11,49,4.49,77.96,17.30,62.96
NOVIEMBRE,28,23,0.018,0.013,0.004,1.06,48,5.17,67.03,16.28,66.20
NOVIEMBRE,29,0,0.018,0.019,0.005,1.05,29,4.78,74.28,15.66,68.11
NOVIEMBRE,29,1,0.017,0.029,0.005,1.04,31,4.12,78.35,15.20,69.59
NOVIEMBRE,29,2,0.018,0.023,0.004,1.02,34,3.90,77.74,14.81,70.27
NOVIEMBRE,29,3,0.020,0.016,0.003,1.01,18,4.79,73.00,14.68,70.02
NOVIEMBRE,29,4,0.022,0.011,0.003,1.01,23,3.88,62.69,14.77,69.16
NOVIEMBRE,29,5,0.020,0.019,0.004,1.02,13,2.67,81.03,14.33,70.18
NOVIEMBRE,29,6,0.017,0.011,0.004,1.03,18,2.11,94.35,13.15,74.10
NOVIEMBRE,29,7,0.013,0.010,0.007,1.18,26,2.44,96.78,12.61,76.95
NOVIEMBRE,29,8,0.010,0.010,0.009,1.30,50,1.69,95.55,12.96,76.66
NOVIEMBRE,29,9,0.015,0.010,0.007,1.22,45,2.40,100.21,14.70,70.34
NOVIEMBRE,29,10,0.020,0.011,0.005,1.18,56,3.13,100.58,16.65,63.00
NOVIEMBRE,29,11,0.024,0.011,0.005,1.15,47,2.92,91.99,18.75,56.77
NOVIEMBRE,29,12,0.029,0.012,0.005,1.14,48,3.01,85.81,21.36,48.62
NOVIEMBRE,29,13,0.036,0.014,0.004,1.14,45,1.46,123.27,23.88,43.12
NOVIEMBRE,29,14,0.046,0.012,0.004,1.11,47,1.50,177.63,25.46,39.22
NOVIEMBRE,29,15,0.043,0.010,0.004,1.17,66,2.77,206.96,22.13,48.48
NOVIEMBRE,29,16,0.033,0.009,0.005,1.17,89,2.89,167.46,18.28,67.15
NOVIEMBRE,29,17,0.029,0.009,0.005,1.16,54,1.71,163.42,18.17,67.64
NOVIEMBRE,29,18,0.027,0.009,0.004,1.16,41,1.45,138.66,18.12,66.29
NOVIEMBRE,29,19,0.023,0.009,0.006,1.23,48,1.42,133.80,17.25,68.55
NOVIEMBRE,29,20,0.023,0.009,0.005,1.17,28,2.05,154.47,16.66,70.40
NOVIEMBRE,29,21,0.020,0.009,0.006,1.26,38,1.22,146.80,16.37,72.90
NOVIEMBRE,29,22,0.021,0.009,0.005,1.13,32,1.72,151.90,15.90,75.39
NOVIEMBRE,29,23,0.020,0.008,0.005,1.18,31,1.14,218.83,15.41,77.20
NOVIEMBRE,30,0,0.018,0.008,0.005,1.14,19,0.99,184.59,14.90,82.67
NOVIEMBRE,30,1,0.013,0.009,0.008,1.19,19,1.77,193.46,14.46,87.32
NOVIEMBRE,30,2,0.015,0.009,0.006,1.09,27,1.31,294.55,14.19,90.85
NOVIEMBRE,30,3,0.021,0.009,0.004,1.06,17,1.08,304.75,14.13,90.66
NOVIEMBRE,30,4,0.023,0.008,0.004,1.04,10,0.97,300.83,14.05,89.37
NOVIEMBRE,30,5,0.015,0.008,0.006,1.08,NA,0.95,200.94,13.52,90.14
NOVIEMBRE,30,6,0.007,0.008,0.009,1.12,15,0.96,167.54,13.29,92.35
NOVIEMBRE,30,7,0.005,0.009,0.011,1.46,30,0.96,259.32,12.84,92.04
NOVIEMBRE,30,8,0.006,0.009,0.011,1.78,43,0.96,169.36,13.33,94.48
NOVIEMBRE,30,9,0.007,0.009,0.011,1.65,71,0.98,148.69,14.89,91.60
NOVIEMBRE,30,10,0.015,0.011,0.008,1.26,54,0.95,175.87,18.58,79.74
NOVIEMBRE,30,11,0.025,0.011,0.005,1.18,41,1.51,241.15,21.67,64.92
NOVIEMBRE,30,12,0.028,0.009,0.004,1.16,32,2.26,258.42,20.86,59.11
NOVIEMBRE,30,13,0.029,0.009,0.004,1.17,18,2.21,252.48,22.04,55.13
NOVIEMBRE,30,14,0.029,0.009,0.003,1.14,21,3.00,232.10,23.61,45.08
NOVIEMBRE,30,15,0.032,0.008,0.004,1.12,27,4.03,256.11,23.60,41.35
NOVIEMBRE,30,16,0.030,0.008,0.004,1.14,35,3.68,246.22,21.53,49.99
NOVIEMBRE,30,17,0.017,0.009,0.007,1.34,41,1.35,241.20,17.13,80.63
NOVIEMBRE,30,18,0.015,0.009,0.008,1.32,21,1.11,218.57,18.10,70.51
NOVIEMBRE,30,19,0.009,0.009,0.011,1.62,36,0.95,153.69,16.91,73.43
NOVIEMBRE,30,20,0.006,0.009,0.011,1.35,38,1.11,124.73,16.03,82.05
NOVIEMBRE,30,21,0.016,0.008,0.005,1.17,37,1.03,123.77,14.89,84.80
NOVIEMBRE,30,22,0.010,0.008,0.008,1.21,29,0.96,101.91,14.18,89.87
NOVIEMBRE,30,23,0.004,0.008,0.011,1.27,44,0.96,113.24,14.02,91.52
