DATOS HORARIOS 2019_NATIVITAS,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,PM10,WS,WD,TEMP,HR,RADSOL
OCT,13,12,29.28,1.10,0.245,12,2.19,209.47,28.12,44.75,812.21
OCT,13,13,37.12,1.74,0.225,14,1.90,181.95,30.12,38.15,796.63
OCT,13,14,40.80,1.98,0.236,19,2.21,121.09,30.39,34.44,907.57
OCT,13,15,42.87,2.14,0.215,23,2.55,150.19,31.16,31.48,777.29
OCT,13,16,41.37,2.16,0.198,16,2.47,163.02,31.43,29.55,605.77
OCT,13,17,39.89,1.66,0.180,9,2.36,123.84,31.49,27.12,393.51
OCT,13,18,40.91,1.10,0.230,20,2.21,107.23,30.23,28.82,157.79
OCT,13,19,35.57,1.10,0.437,34,1.44,144.92,27.26,34.54,8.38
OCT,13,20,13.39,1.83,1.092,66,1.65,262.77,25.47,38.76,2.19
OCT,13,21,14.95,1.74,0.560,59,3.30,291.38,24.60,48.06,22.90
OCT,13,22,19.24,1.66,0.415,44,2.47,235.47,22.93,56.11,6.89
OCT,13,23,22.04,1.31,0.293,28,2.13,223.56,21.68,61.59,10.48
OCT,14,0,18.43,1.10,0.279,23,1.63,127.24,20.50,66.90,11.57
OCT,14,1,14.99,1.29,0.255,17,2.04,78.03,20.52,66.35,9.92
OCT,14,2,6.85,2.00,0.245,19,2.22,123.92,19.38,66.47,2.82
OCT,14,3,6.54,2.52,0.239,16,2.58,105.45,18.42,69.24,2.88
