DATOS HORARIOS 2019_NATIVITAS,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,PM10,WS,WD,TEMP,HR,RADSOL
MZO,13,4,15.74,3.70,0.220,20,2.04,257.10,16.37,53.32,5.57
MZO,13,5,15.10,3.05,0.220,21,2.08,258.70,15.58,56.22,18.94
MZO,13,6,12.24,3.01,0.250,22,2.14,258.21,15.13,59.25,4.53
MZO,13,7,8.82,2.99,0.369,24,2.40,267.79,14.72,63.01,3.28
MZO,13,8,2.00,3.42,0.628,30,2.51,261.69,16.54,61.30,101.08
MZO,13,9,13.67,3.22,0.479,23,3.00,270.64,20.27,52.22,340.61
MZO,13,10,25.38,3.14,0.329,18,3.44,277.65,22.55,46.97,579.59
MZO,13,11,30.64,2.56,0.309,15,3.69,277.88,24.55,40.07,782.47
MZO,13,12,33.92,2.34,0.260,19,3.44,267.69,25.97,35.67,934.58
MZO,13,13,34.31,2.34,0.280,16,3.78,271.38,27.20,32.26,1012.01
MZO,13,14,35.41,2.08,0.270,17,4.51,267.32,28.30,28.66,1003.03
MZO,13,15,34.76,1.42,0.230,18,4.52,269.53,29.99,21.07,938.12
MZO,13,16,34.02,1.12,0.200,30,5.13,270.68,30.27,17.96,779.94
MZO,13,17,34.41,1.28,0.180,27,4.88,271.35,30.17,17.01,557.76
MZO,13,18,32.12,1.10,0.180,22,4.39,264.70,29.65,16.61,300.07
MZO,13,19,27.18,1.10,0.180,25,3.78,264.04,27.58,19.21,75.17
MZO,13,20,18.29,1.10,0.369,39,2.62,251.01,24.60,26.30,17.23
MZO,13,21,18.31,1.10,0.419,40,2.08,241.45,23.14,28.31,8.65
MZO,13,22,15.99,1.20,0.409,49,2.74,234.95,22.09,32.27,3.29
MZO,13,23,15.26,1.23,0.210,46,2.37,208.44,20.70,35.42,2.10
MZO,14,0,13.65,1.54,0.190,26,2.00,249.64,19.59,38.26,7.69
MZO,14,1,14.00,1.10,0.180,26,2.10,312.21,18.66,42.76,2.15
