DATOS HORARIOS 2020_DIF,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,PBAR
JUL,25,0,27.6,11.87,0.25,10.46,21.53,16.21,2.2,188.63,19.86,623.55
JUL,25,1,33.2,12.13,0.18,6.92,14.16,12.33,2.67,255.01,18.66,623.71
JUL,25,2,34.76,11.86,0.15,6.61,14.53,11.17,1.77,247.85,17.94,623.66
JUL,25,3,38.14,11.8,0.14,5.63,9.32,8.2,1.52,248.9,17.56,623.31
JUL,25,4,28.95,11.73,0.18,9.83,6.13,4.74,1.07,188.51,17.48,622.94
JUL,25,5,26.02,11.28,0.19,12.25,18.04,5.41,1.14,189.41,16.99,622.87
JUL,25,6,16.02,11.89,0.3,14.57,9.79,9.4,1.14,248.45,16.37,623.08
JUL,25,7,3.96,11.91,0.64,24.52,27.13,9.89,0.66,241.75,16.45,623.22
JUL,25,8,15.5,11.91,0.51,19.48,29.04,10.79,1.24,286.27,17.55,623.56
JUL,25,9,15.69,11.94,0.64,20.71,35.19,14.12,1.22,191.47,19.71,623.71
JUL,25,10,34.33,10.37,0.55,14.71,31.98,23.39,1.31,157.42,22.19,623.68
JUL,25,11,43.22,11.76,0.42,11.14,33.38,17.51,1.48,196.56,23.14,623.58
JUL,25,12,52.69,11.54,0.28,6.37,25.94,22.77,1.69,250.85,23.91,623.32
JUL,25,13,55.58,10.71,0.36,6.99,14.75,18.26,1.98,205.96,26.41,622.76
JUL,25,14,63.39,13.4,0.28,6.68,18.23,19.63,1.98,188.13,27.62,622.16
JUL,25,15,59.09,18.37,0.33,7.24,13.75,23.29,2.3,130.49,28.62,621.45
JUL,25,16,55.63,14.27,0.35,8.32,7.35,11.34,2.8,127.68,29.15,620.84
JUL,25,17,60.39,13.26,0.29,8.04,39.93,19.9,2.55,142,29.15,620.33
JUL,25,18,68.24,10.31,0.21,5.95,10.9,19.98,2.05,192.48,28.8,620.11
JUL,25,19,68.59,7.54,0.16,5.45,18.3,12.54,1.24,181.51,28.32,620.42
JUL,25,20,50.16,11.38,0.36,11.82,30.49,11.55,1.77,287.56,26.81,620.75
JUL,25,21,44.95,11.55,0.22,9.13,59.6,9.89,3.98,311.78,23.19,621.54
JUL,25,22,36.01,11.78,0.24,10.04,34.84,6.37,2.83,283.33,21.89,622
JUL,25,23,35.62,11.95,0.24,9.96,29.29,5.92,2.43,213.09,21.11,622.78
JUL,26,0,38.73,10.91,0.18,8.54,17.05,10.41,1.94,197.84,20.94,623.36
JUL,26,1,44.25,8.69,0.15,5.76,11.11,11.39,2.43,97.57,20.55,623.45
JUL,26,2,40.57,8.89,0.17,5.44,10.89,7.59,1.81,122.87,19.68,623.05
JUL,26,3,41.21,11.87,0.13,4.67,7.44,6.82,1.53,144.83,19.28,622.72
JUL,26,4,36.4,10.63,0.13,5.8,8.75,9.33,1.56,238.09,19.01,622.61
JUL,26,5,36.54,9.54,0.15,6.55,11.98,8.62,1.9,242.01,18.67,622.62
JUL,26,6,33.56,11.55,0.19,7.42,9.52,8.02,2.8,215.71,18.27,622.88
JUL,26,7,32.36,10.44,0.22,8.42,13.44,9.91,2.21,222.15,17.75,623.18
JUL,26,8,34.94,8.46,0.3,7.62,15.67,10.99,3.25,212.13,18.3,623.56
JUL,26,9,37.84,7.23,0.4,7.66,16.52,13.1,2.75,235.16,19.35,623.91
JUL,26,10,44.55,8.56,0.34,5.73,11.25,12.86,2.57,241.6,20.91,623.97
JUL,26,11,49.87,10.52,0.33,4.92,16.3,8.77,2.24,258.02,22.73,623.8
JUL,26,12,52.57,10.94,0.25,4.22,54.74,7.15,2.59,273.99,23.94,623.54
JUL,26,13,57.23,11.45,0.21,3.98,76.28,11,3.07,268.59,25.08,622.99
JUL,26,14,65.73,10.43,0.21,4.56,48.14,9.82,2.72,232.46,26.34,622.24
JUL,26,15,70.47,10.42,0.2,4.54,22.23,9.55,2.24,238.33,27.52,621.62
JUL,26,16,60.08,11.11,0.31,6.98,31.73,16.36,4.3,128.15,22.8,621.49
JUL,26,17,45.75,11.38,0.41,10.41,15.02,14.14,3.27,161.43,21.28,621.38
JUL,26,18,37.85,11.07,0.45,12.83,11.51,10.7,2.79,175.85,22.87,621.12
JUL,26,19,36.03,11.01,0.42,9.64,22.78,8.34,2.45,196.97,22.71,621.26
JUL,26,20,28.4,10.93,0.46,13.08,27.01,11.74,1.65,214.25,22.29,621.72
JUL,26,21,41.19,11.3,0.25,8.44,17.91,17.47,2.95,296.81,21.31,622.17
JUL,26,22,46.11,11.13,0.19,7.18,17.08,13.7,1.95,290.92,20.14,622.59
JUL,26,23,38.02,11.26,0.2,9.59,12.26,11.7,1.54,257.72,19.96,622.99
JUL,27,0,33.62,11.37,0.22,9.36,14.47,9.2,1.31,205.83,19.77,622.99
JUL,27,1,31.65,11.86,0.18,9.74,22.42,10.64,1.3,251.07,19.65,622.71
JUL,27,2,31.02,11.03,0.15,5.5,13.66,11,1.73,225.31,19.34,622.47
JUL,27,3,21.93,11.75,0.18,8.58,14.28,9.14,1.35,185.97,19.2,622.36
JUL,27,4,14.34,11.57,0.17,10.08,15.68,9.44,1.54,199.29,19.28,622.22
JUL,27,5,17.39,11.48,0.18,7.81,11.86,10.33,2.6,204.65,19.17,622.43
JUL,27,6,12.6,10.77,0.23,9.97,15.56,10.01,1.92,219.5,18.71,622.75
JUL,27,7,4.33,11.37,0.54,16.15,21.99,8.8,1.01,134.09,18.67,623.19
JUL,27,8,10.12,11.6,0.45,12.44,29.37,11.14,1.37,169.57,19.32,623.63
JUL,27,9,14.09,11.43,0.32,10.29,22.63,12.04,1.33,250.27,20.28,624.12
JUL,27,10,22.6,11.2,0.2,5.95,13.87,18.16,2.1,280.71,21.87,624.32
JUL,27,11,30.54,11.11,0.21,4.9,19.33,9.63,2.39,263.46,23.35,624.23
JUL,27,12,36.87,11.35,0.23,4.28,14.98,9.78,2.16,232.81,24.95,623.87
JUL,27,13,43.04,11.65,0.16,3.52,23.75,8.6,2.48,226.58,25.42,623.39
JUL,27,14,46.17,11.57,0.15,3.59,15.07,7.75,2.3,225.6,26.51,622.88
JUL,27,15,46.21,11.41,0.14,3.36,10.66,8.87,3.34,276.37,26.94,622.3
JUL,27,16,54.29,11.34,0.14,4.4,7.1,9.09,3.95,280.49,27.35,621.79
JUL,27,17,51.98,11.37,NA,4.12,10.61,22.93,3.86,288.23,27.51,621.32
JUL,27,18,48.92,11.57,NA,3.69,12.52,11.69,3.53,295.66,27.6,621.23
JUL,27,19,51.96,10.64,NA,4.45,48.39,8.08,3.59,232.38,26.59,621.56
JUL,27,20,37.39,11.28,0.32,9.87,38.34,5.81,4.76,104.24,23.46,622.69
JUL,27,21,32.05,11.55,0.27,9.2,56.38,3.69,4.84,130.85,19.24,623.88
JUL,27,22,38.22,11.35,0.22,6.35,29.72,7.09,3.14,127.15,17.03,624.67
JUL,27,23,32.2,11.47,0.2,6.94,8.7,9.67,2.65,99.17,16.47,625
JUL,28,0,30.15,11.07,0.16,6.87,5.42,7.23,3.04,91.93,16.48,624.72
JUL,28,1,28.87,11.31,0.14,7.35,23.12,15.82,3.19,101.04,16.58,624.07
JUL,28,2,29.69,11.85,0.16,5.88,24.71,8.87,3.01,118.77,16.53,623.73
JUL,28,3,23.73,11.86,0.23,7.76,21.43,9.5,2.28,105.61,16.65,623.44
JUL,28,4,19.01,12.09,0.21,10.48,25.87,22.37,2.13,94.58,16.64,623.25
JUL,28,5,20.22,12.68,0.28,9.23,16.72,14.23,2.1,85,16.78,623.14
JUL,28,6,16.49,11.9,0.35,12.06,14.92,12.84,1.73,78.1,16.99,623.13
JUL,28,7,13.72,12.03,0.48,14.3,23.57,12.74,1.76,76.85,17.15,623.25
JUL,28,8,12.99,12.77,0.63,15.94,27.46,19.06,2.29,119.92,17.69,623.82
JUL,28,9,13.46,12.73,0.79,17.09,29.3,25.31,2.82,113.11,18.45,624.3
JUL,28,10,24.95,13,0.58,12.07,30.5,25.91,2.16,91.78,20.05,624.36
JUL,28,11,37.11,13.13,0.48,8.47,21.49,20.56,2.66,92.94,21.74,624.31
JUL,28,12,45.07,12.68,0.48,9.06,35.45,18.98,2.52,95.76,23.12,624.11
JUL,28,13,56.84,12.44,0.35,7.28,52.12,16.4,2.07,114.49,24.88,623.51
JUL,28,14,58.28,12.2,0.33,7.21,24.72,22.87,2.01,114.77,26.5,622.83
JUL,28,15,60.42,12.57,0.28,6.64,8.44,19.25,1.99,95.1,27.09,622.16
JUL,28,16,48.46,12.92,0.34,8.32,20.71,20.43,3.26,126.12,26.68,621.66
JUL,28,17,41.56,13.32,0.42,10.96,31.97,20.78,2.75,108.42,25.1,621.42
JUL,28,18,40.04,13.26,0.38,10.83,30.52,26.36,2.92,168.71,24.65,621.31
JUL,28,19,33.69,12.4,0.35,10.37,38.75,19.56,3.97,177.93,23.47,621.74
JUL,28,20,22.76,12.31,0.38,8.99,44.34,9.68,3.79,116.34,19.77,622.5
JUL,28,21,19.1,11.17,0.42,11.37,20.2,6.76,1.84,65.08,19.08,623.14
JUL,28,22,18.58,9.9,0.38,12.96,15.96,5,3.17,69.63,18.84,623.72
JUL,28,23,27.19,12.1,0.22,8.29,14.23,10.48,3.09,73.51,18.06,624.26
JUL,29,0,29.16,12,0.16,5.53,9.61,12.83,2.96,91.2,17.65,624.31
JUL,29,1,28.53,11.5,0.16,5.13,28.63,12.86,2.8,105.35,17.28,624.34
JUL,29,2,25.77,12.04,0.17,6.43,14.49,20.2,2.69,93.66,17.2,624
JUL,29,3,24.43,11.59,0.17,6.67,11.66,9.33,2.53,108.83,17.11,623.74
JUL,29,4,20.82,10.58,0.16,7.09,18.67,20.05,2.56,97.96,17,623.35
JUL,29,5,17.21,10.36,0.2,7.55,3.87,9.77,2.71,92.47,16.79,623.1
JUL,29,6,9.98,11.93,0.33,12.27,31.39,9.23,2.06,80.01,16.45,623.14
JUL,29,7,5.43,11.94,0.56,16.27,31.56,24.48,2.22,115.81,16.41,623.58
JUL,29,8,5.86,11.33,0.72,15.81,33.05,27.33,2.12,95.57,16.74,623.92
JUL,29,9,10.89,9.38,0.64,14.19,32.72,25.89,2.38,84.74,18.28,624.32
JUL,29,10,24.97,11.82,0.47,9.94,18.68,16.47,3.34,94.63,20.83,624.59
JUL,29,11,28.02,11.61,0.47,9.19,28.09,25.12,2.98,113.96,22.48,624.6
JUL,29,12,30.98,11.61,0.46,9.46,27.24,18.89,2.73,115.85,23.26,624.22
JUL,29,13,33.32,11.78,0.38,7.97,23.12,20.87,3.32,140.49,24.97,623.66
JUL,29,14,35.31,7.81,0.32,6.02,8.68,10.9,3.31,150.74,26.53,623.12
JUL,29,15,34.88,9.98,0.33,6.38,9.01,10.96,3.31,143.9,27.23,622.41
JUL,29,16,40.17,8.33,0.39,8.99,19.35,8.54,4.24,95.02,25.78,621.84
JUL,29,17,45.59,4.5,0.35,8.6,13.47,10.88,4.08,83.6,26.29,621.65
JUL,29,18,40.47,4.61,0.36,8.46,22.83,19.24,4.04,107.47,26.51,621.67
JUL,29,19,38.28,5.04,0.47,11.67,49.54,12.32,3.98,101.04,24.05,622.14
JUL,29,20,22.91,5.82,0.41,10.4,51.72,22.58,3.36,134.92,21.89,622.8
JUL,29,21,20.66,6.3,0.22,7.49,27.42,4.91,2.33,242.26,20.78,623.62
JUL,29,22,14.64,8.77,0.21,10.2,21.87,4.15,1.87,207.36,20.34,624.41
JUL,29,23,14.42,10.71,0.22,10.64,14.55,3.16,1.87,140.74,19.36,624.91
JUL,30,0,16.78,11.05,0.16,8.48,7.74,2.46,1.75,98.77,18.53,625.05
JUL,30,1,13.22,4.61,0.17,9.74,8.47,5.94,1.56,173.33,18.54,624.95
JUL,30,2,17.4,4.37,0.14,6.93,9.08,6.04,2.47,78.55,17.8,624.81
JUL,30,3,15.01,4.98,0.18,9.01,10.06,3.96,2.09,88.22,17.47,624.48
JUL,30,4,16.75,6.36,0.17,9.15,7.66,8.25,2.19,89,17.55,624.24
JUL,30,5,16.99,6.43,0.2,7.75,13.01,9.31,1.96,84.96,17.6,624.22
JUL,30,6,10.12,4.72,0.3,11.4,12.22,8.86,1.6,100.12,17.53,624.29
JUL,30,7,3.76,8.78,0.5,15.38,66.98,22.72,1.17,85.96,17.64,624.41
JUL,30,8,3.81,12.05,0.6,16.66,50.37,55.37,0.75,180.66,18.28,624.76
JUL,30,9,9.98,10.36,0.65,13.49,18.99,19.71,1.97,87.86,19.06,625.11
JUL,30,10,21.21,11.82,0.44,8.78,16.87,12.18,3.04,83.7,21.17,625.08
JUL,30,11,33.47,11.24,0.33,6.6,16.15,13.04,3.4,85.55,23.15,624.83
JUL,30,12,41.42,11.81,0.32,6.46,20.15,12.1,3.23,88.92,24.74,624.43
JUL,30,13,47.57,12.2,0.36,7.49,20.55,11.7,2.73,99.99,25.86,624.06
JUL,30,14,50.52,12.3,0.35,7.99,19.06,13.09,2.9,116.84,26.99,623.54
JUL,30,15,54.93,12.9,0.28,6.59,22.27,21.05,3.01,97.49,27.63,622.78
JUL,30,16,57.13,12.53,0.28,6.95,19.71,23.86,3.37,74.83,28.16,622.01
JUL,30,17,57.3,12.3,0.29,7.27,20,31.78,3.08,92.05,28.99,621.75
JUL,30,18,47.53,13.14,0.25,8.11,33.37,24.65,3.93,144.82,25.7,621.91
JUL,30,19,36.5,12.15,0.28,12.56,39.29,13.76,3.03,261.16,24.34,622.31
JUL,30,20,37.43,12.23,0.19,9.35,51.27,11.8,4.04,261.57,21.8,623.08
JUL,30,21,40.81,12.1,0.19,7.56,43.94,6.02,3.37,259.8,19.69,623.79
JUL,30,22,35.82,11.43,0.17,8.15,26.38,7.88,2.01,278.64,19.45,624.15
JUL,30,23,29.69,11.97,0.16,9.03,17.26,15.59,1.38,239.11,19.14,624.78
JUL,31,0,30.39,11.7,0.13,7.67,20.29,13.04,1.48,252.5,19.11,625
JUL,31,1,25.57,11.79,0.13,7.97,17.5,11.87,1.86,221.62,19.05,624.96
JUL,31,2,24.37,11.67,0.13,7.25,17.76,11.99,1.58,242.46,18.98,624.64
JUL,31,3,25.19,11.07,0.13,8.52,14.78,14.03,1.56,269.16,18.3,624.44
JUL,31,4,28.11,11.15,0.13,7.31,9.06,13.01,1.38,268.2,18.38,624.39
JUL,31,5,22.2,11.88,0.16,9.07,11.27,7.01,1.89,233.03,17.97,624.25
JUL,31,6,15.8,11.68,0.19,12.22,11.81,4.31,1.78,235.63,17.27,624.43
JUL,31,7,16.28,11.38,0.35,15.34,15.14,6.26,1.48,198.15,17.46,624.85
JUL,31,8,10.99,11.91,0.54,19.18,33.96,7.91,0.99,149.25,18.35,625.14
JUL,31,9,15.12,12.16,0.43,14.6,32.19,8.55,1.96,166.11,19.57,625.22
JUL,31,10,22.52,13.51,0.65,15.37,35.19,19.72,1.66,115.95,22,625.38
JUL,31,11,30.34,14.74,0.44,8.73,34.96,28.82,3.16,89.72,23.18,625.26
JUL,31,12,35.17,13.39,0.43,8.21,35.33,25.83,3.38,112.54,24.26,625.04
JUL,31,13,43.36,12.75,0.34,7.14,46.49,13.78,3.02,110.98,25.76,624.61
JUL,31,14,47.03,12.62,0.29,6.19,27.76,12.72,2.88,98.97,27.07,624.15
JUL,31,15,47.01,12.61,0.32,6.36,21.32,10.42,3.3,94.42,27.82,623.32
JUL,31,16,43.66,13.53,0.25,6.1,31.33,15.76,2.68,114.91,28.15,622.39
JUL,31,17,41.29,15.45,0.32,7.08,15.97,15.69,2.06,115.7,27.58,622.08
JUL,31,18,35.41,13.52,0.37,9.23,31.17,14.17,2.5,93.85,27.35,622.12
JUL,31,19,29.96,12.33,0.3,9.11,72.31,10.87,5.29,146.62,22.32,622.93
JUL,31,20,28.84,11.83,0.36,9.8,44.67,6.34,2.8,129.21,19.09,624.04
JUL,31,21,25.28,12.03,0.4,11.87,28.29,9.91,1.8,179.06,18.79,624.67
JUL,31,22,23.34,12.37,0.24,10.11,17.15,18.83,2.04,203.64,18.26,625.05
JUL,31,23,18.21,12.09,0.22,11.65,16.43,16.89,1.87,61.05,18.31,625.6
